Gender,State,Sector,CreditID,CusID,FullNames,CompanyName,BirthDate,Address,TelNo,EmailAddr,AmountGranted,EffectiveDate,Tenor,TenorType,Rate,ScheduleType,InterestRepayFreq,PrincipalRepayFreq,NatureOfBusiness,FirstTimeAccessToCredit,StartUp,MSMEAnnualTurnover,NumberOfEmployees,Age,age_group_id,ES_Rating,green_energy/energy_efficiency,TenorInDays,MaturityDate,InterestRepayStartDate,PrincipalRepayStartDate,DateAdded
Male,Kano,Trade and Commerce,CAM-100137,CUS-1137,Kimberly Arellano,Fitzgerald-Sanchez,1998-01-31,"5826 Anna Tunnel
South Laurenstad, TX 61547",(547)309-2476x7866,hbridges@solis.info,7233215,2023-10-30,18,Yearly,20.09,Reducing Balance,Monthly,Monthly,Services,False,True,74571474,76,15,Adult,A,False,540,2025-04-22,2023-11-29,2023-12-29,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100138,CUS-1138,Catherine Calhoun,Mitchell and Sons,1995-11-03,"80617 West Harbors Suite 681
Hayesbury, IL 72799",245.928.5382x779,cbrooks@johnson.com,8695810,2023-08-20,13,Monthly,14.84,Flat Rate,Monthly,Quarterly,Production,True,False,4098729,49,13,Adult,A,True,390,2024-09-13,2023-09-19,2023-10-19,2024-01-01
Male,Oyo,Health,CAM-100139,CUS-1139,Kayla Pearson,"Warner, Velez and Watkins",1994-09-04,"58857 Catherine Field
Lake Rachelstad, SC 63511",0212525587,fhatfield@gmail.com,8404294,2023-03-17,28,Yearly,11.05,Flat Rate,Quarterly,Quarterly,Wholesale,False,False,65022352,56,15,Adult,B,False,840,2025-07-04,2023-04-16,2023-05-16,2024-01-01
Female,Lagos,ICT,CAM-100140,CUS-1140,Jennifer Huerta,Wilson-Mccann,2005-04-04,"41219 Wayne Coves
Lake Susan, SD 50424",(813)568-0797x75443,jacquelineshort@yahoo.com,7685197,2023-11-24,48,Yearly,14.83,Flat Rate,Quarterly,Monthly,Services,False,False,93123390,63,27,Adult,A,False,1440,2027-11-03,2023-12-24,2024-01-23,2024-01-01
Male,Rivers,Trade and Commerce,CAM-100141,CUS-1141,Taylor Moon,Watkins Group,1971-08-08,"045 Brian Rapids Apt. 159
Gateston, WA 08980",536.799.2624x17093,xmason@hotmail.com,8671548,2023-12-11,6,Quarterly,15.45,Flat Rate,Quarterly,Quarterly,Production,True,True,87706924,3,4,Youth,C,True,180,2024-06-08,2024-01-10,2024-02-09,2024-01-01
Female,Oyo,ICT,CAM-100142,CUS-1142,Amanda Flores,Hull-Benitez,1993-06-15,"8126 Flowers Lake
Port Scott, OH 98028",+1-495-688-2032,debbie79@foster.org,7214301,2023-10-29,50,Yearly,16.25,Reducing Balance,Monthly,Quarterly,Production,True,False,66201676,49,16,Youth,B,True,1500,2027-12-07,2023-11-28,2023-12-28,2024-01-01
Female,Kaduna,Manufacturing,CAM-100143,CUS-1143,Heather Sullivan,Richardson and Sons,1983-12-31,"94220 Ramos Glens
Port Donald, KS 96298",6088098587,michellejohnson@nunez.com,9758731,2023-10-16,56,Quarterly,13.82,Reducing Balance,Monthly,Quarterly,Services,True,True,59900186,55,12,Adult,A,True,1680,2028-05-22,2023-11-15,2023-12-15,2024-01-01
Female,Rivers,Agriculture,CAM-100144,CUS-1144,Kimberly Perkins,Johnson Group,1975-11-20,"638 Jones Rapids Suite 196
Kevinborough, SD 38215",984-689-9987,mirandagloria@hotmail.com,8469693,2023-01-01,29,Monthly,17.12,Flat Rate,Quarterly,Monthly,Retail,False,False,18465417,26,4,Youth,A,True,870,2025-05-20,2023-01-31,2023-03-02,2024-01-01
Male,Enugu,Trade and Commerce,CAM-100145,CUS-1145,Jeffery Bernard,Gonzales-Allen,1975-06-07,"8345 Matthew Fields Suite 043
Davishaven, SD 10828",432-067-1353x68310,aguilarisaac@hotmail.com,2359582,2023-05-27,40,Monthly,23.37,Reducing Balance,Quarterly,Quarterly,Wholesale,False,True,64925345,99,3,Youth,B,True,1200,2026-09-08,2023-06-26,2023-07-26,2024-01-01
Male,Lagos,Health,CAM-100146,CUS-1146,Valerie Campbell,Johnston-Williams,1972-06-17,"8650 Danielle Corner Suite 534
Williestad, CT 79100",+1-050-667-1849,psmith@hughes.com,8244064,2023-10-14,29,Yearly,12.25,Reducing Balance,Monthly,Quarterly,Wholesale,False,True,95179800,72,22,Adult,A,False,870,2026-03-02,2023-11-13,2023-12-13,2024-01-01
Male,Oyo,Manufacturing,CAM-100147,CUS-1147,Logan Flynn,Adkins-Gutierrez,1991-07-20,"12206 Carla Lane Apt. 528
Lake Dennisberg, ME 51120",798.005.9107,sheathomas@davis-schmidt.info,2629885,2023-05-22,22,Monthly,19.51,Flat Rate,Quarterly,Quarterly,Retail,False,False,25917061,52,17,Youth,B,True,660,2025-03-12,2023-06-21,2023-07-21,2024-01-01
Male,Oyo,ICT,CAM-100148,CUS-1148,Crystal Lee,Cox Ltd,2000-08-19,"1171 Cruz Junction Apt. 042
Allentown, NJ 68778",(701)002-6102x210,angelagarner@gmail.com,5220642,2023-02-22,10,Yearly,22.89,Reducing Balance,Monthly,Monthly,Services,True,True,14124055,7,22,Youth,A,False,300,2023-12-19,2023-03-24,2023-04-23,2024-01-01
Female,Oyo,Manufacturing,CAM-100149,CUS-1149,Keith Sanchez,"Nelson, Adams and Foley",1984-11-11,"698 Michael Vista
Alexisshire, NC 37046",+1-204-099-4241x80842,murphyevan@gmail.com,1049239,2023-10-31,25,Monthly,14.12,Flat Rate,Monthly,Monthly,Wholesale,False,False,18139153,46,18,Adult,C,True,750,2025-11-19,2023-11-30,2023-12-30,2024-01-01
Male,Kaduna,Trade and Commerce,CAM-100150,CUS-1150,Dr. Taylor Logan DVM,Guerrero-Moreno,1975-05-05,"5907 Ann Point
West John, AR 77012",+1-341-519-9827x718,sethjones@yahoo.com,9445309,2023-03-10,26,Quarterly,13.87,Flat Rate,Monthly,Quarterly,Services,False,True,34315606,46,25,Youth,A,True,780,2025-04-28,2023-04-09,2023-05-09,2024-01-01
Male,Rivers,ICT,CAM-100151,CUS-1151,Chris Rodriguez,Mata-Graves,1989-04-24,"9309 Christopher Mission
Lake Robert, WA 00661",+1-640-309-3695x8035,wesley27@gmail.com,5908753,2023-12-27,45,Quarterly,17.04,Reducing Balance,Quarterly,Monthly,Services,False,False,43142405,16,18,Adult,A,True,1350,2027-09-07,2024-01-26,2024-02-25,2024-01-01
Male,Kaduna,Agriculture,CAM-100152,CUS-1152,Michael Summers,"Porter, Brown and Blackwell",1974-10-21,"285 Christopher Springs Apt. 056
New Laurenview, CT 14960",(362)323-3729,monicaowens@gmail.com,3547569,2023-03-31,36,Quarterly,16.83,Reducing Balance,Quarterly,Quarterly,Production,True,False,69259517,24,23,Adult,B,False,1080,2026-03-15,2023-04-30,2023-05-30,2024-01-01
Male,Abuja,Manufacturing,CAM-100153,CUS-1153,Jennifer Fitzgerald,"Davis, Long and Christensen",1970-03-10,"97672 Charles Row Apt. 056
Amandaville, AZ 63278",+1-220-476-7801,cindy78@lee.net,1285332,2023-08-08,51,Quarterly,21.13,Flat Rate,Monthly,Monthly,Retail,False,True,84106264,61,28,Youth,A,True,1530,2027-10-16,2023-09-07,2023-10-07,2024-01-01
Male,Abuja,Trade and Commerce,CAM-100154,CUS-1154,Scott Williams,Sharp-Valenzuela,2001-09-12,"9205 Debra Walk Suite 354
Laurieberg, AR 44151",963.900.6424,acruz@yahoo.com,9656558,2023-07-11,41,Yearly,14.53,Flat Rate,Quarterly,Monthly,Services,False,False,98732598,54,17,Youth,B,False,1230,2026-11-22,2023-08-10,2023-09-09,2024-01-01
Female,Rivers,Health,CAM-100155,CUS-1155,Christopher Jones,Brandt-Mann,1994-05-23,"Unit 3612 Box 5629
DPO AP 48226",(971)689-2459x7015,hallmelissa@yahoo.com,9055080,2023-03-04,16,Monthly,24.92,Reducing Balance,Monthly,Quarterly,Consulting,True,True,4488144,62,12,Youth,C,False,480,2024-06-26,2023-04-03,2023-05-03,2024-01-01
Male,Enugu,ICT,CAM-100156,CUS-1156,Dawn Ramirez,Rose LLC,1982-11-07,"27684 Katherine River Apt. 646
North Joshuaburgh, VT 23469",611-297-2179x115,michaelbryan@gmail.com,897710,2023-03-14,57,Yearly,6.19,Flat Rate,Monthly,Monthly,Retail,False,False,58294061,1,23,Adult,B,False,1710,2027-11-18,2023-04-13,2023-05-13,2024-01-01
Female,Kaduna,Manufacturing,CAM-100157,CUS-1157,Danielle Austin,Eaton PLC,1999-04-24,"43101 Taylor Spring Apt. 266
Vincentmouth, UT 27884",937-148-6016,josephperez@hotmail.com,7003216,2023-06-10,20,Quarterly,5.06,Flat Rate,Monthly,Monthly,Wholesale,False,False,91013399,49,21,Adult,B,True,600,2025-01-30,2023-07-10,2023-08-09,2024-01-01
Male,Lagos,Manufacturing,CAM-100158,CUS-1158,Mary Brown,Rios LLC,1988-03-15,"24017 Gonzalez Fall Suite 513
Tinaview, AL 20595",069-443-8381,yjordan@scott-wilson.com,4817048,2023-06-18,24,Yearly,17.8,Flat Rate,Monthly,Monthly,Production,True,False,55815626,25,24,Adult,A,False,720,2025-06-07,2023-07-18,2023-08-17,2024-01-01
Female,Oyo,Agriculture,CAM-100159,CUS-1159,Stephen Wiggins,Walker and Sons,1977-03-01,"Unit 4538 Box 9283
DPO AP 91630",+1-379-248-9841x384,lesliepowell@hotmail.com,3688729,2023-03-30,12,Monthly,10.97,Reducing Balance,Quarterly,Quarterly,Wholesale,False,False,47399577,10,4,Youth,C,True,360,2024-03-24,2023-04-29,2023-05-29,2024-01-01
Male,Oyo,Agriculture,CAM-100160,CUS-1160,Jonathan Coleman,"Howell, Miller and James",1993-06-03,"79663 Jose Turnpike
Port Alfredchester, WY 13420",+1-043-267-3726x532,wilsoncrystal@williams.biz,5285956,2023-06-25,56,Yearly,9.81,Flat Rate,Monthly,Monthly,Wholesale,False,True,7088539,80,12,Youth,B,False,1680,2028-01-30,2023-07-25,2023-08-24,2024-01-01
Male,Rivers,Health,CAM-100161,CUS-1161,Cynthia Smith,Harris-Sullivan,1970-07-24,"995 Sandra Stravenue Apt. 215
Yvetteland, ME 69682",001-347-388-0275x64390,kylepatterson@ayers.net,5605724,2023-09-26,33,Monthly,11.24,Reducing Balance,Monthly,Monthly,Retail,False,False,92821506,16,26,Adult,A,True,990,2026-06-12,2023-10-26,2023-11-25,2024-01-01
Female,Enugu,Health,CAM-100162,CUS-1162,David Byrd,Liu Group,1990-02-24,"128 Garza Rue
Laurenburgh, AL 84604",001-414-931-2906x8785,cherylgallegos@hotmail.com,5525764,2023-03-14,56,Yearly,10.12,Flat Rate,Quarterly,Quarterly,Wholesale,True,False,91666634,58,23,Youth,A,False,1680,2027-10-19,2023-04-13,2023-05-13,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100163,CUS-1163,Diane Weiss,Williams Inc,1983-06-05,"135 Nelson Views Apt. 638
Coryhaven, MI 43211",001-258-639-9870x28422,njohnson@hotmail.com,8496198,2023-09-02,48,Monthly,5.62,Reducing Balance,Monthly,Monthly,Services,False,True,77883685,72,22,Youth,B,True,1440,2027-08-12,2023-10-02,2023-11-01,2024-01-01
Female,Abuja,Trade and Commerce,CAM-100164,CUS-1164,Stephen Nguyen,Miller-Frank,1992-02-27,"507 Vasquez Locks
Chrischester, NY 08298",(405)218-3547x980,xramos@yahoo.com,1410775,2023-03-18,10,Monthly,24.43,Flat Rate,Monthly,Monthly,Wholesale,False,True,24074556,29,21,Adult,A,True,300,2024-01-12,2023-04-17,2023-05-17,2024-01-01
Male,Oyo,Health,CAM-100165,CUS-1165,Tina Anderson MD,"Anderson, Palmer and Snow",1979-12-12,"Unit 4744 Box 3062
DPO AE 89534",001-053-663-1012x260,fernandezsally@yahoo.com,6454878,2023-06-08,10,Quarterly,9.41,Reducing Balance,Quarterly,Monthly,Production,True,True,54828237,92,20,Adult,B,True,300,2024-04-03,2023-07-08,2023-08-07,2024-01-01
Female,Rivers,Health,CAM-100166,CUS-1166,Victoria Richardson,Newman-Anderson,1985-04-14,"8645 Rhonda Square
Steventown, AR 38865",955-403-5352x407,william73@gmail.com,6427997,2023-11-20,35,Monthly,19.68,Reducing Balance,Quarterly,Monthly,Production,True,True,35971122,6,15,Youth,B,False,1050,2026-10-05,2023-12-20,2024-01-19,2024-01-01
Male,Kaduna,ICT,CAM-100167,CUS-1167,Robert Martinez,Reynolds Ltd,1973-06-06,"Unit 7335 Box 4506
DPO AE 13551",875.144.0257,ryates@yahoo.com,1058924,2023-04-08,59,Quarterly,20.25,Reducing Balance,Quarterly,Monthly,Consulting,False,True,65938137,16,23,Adult,B,False,1770,2028-02-11,2023-05-08,2023-06-07,2024-01-01
Male,Abuja,Agriculture,CAM-100168,CUS-1168,Katherine Tate,Singleton-Hernandez,1998-12-02,"PSC 9611, Box 4968
APO AP 57286",001-257-972-6406x2637,thorntonnancy@yahoo.com,4381185,2023-04-12,37,Quarterly,23.59,Flat Rate,Monthly,Quarterly,Production,False,True,95438639,20,28,Youth,C,True,1110,2026-04-26,2023-05-12,2023-06-11,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100169,CUS-1169,Joseph Warren,Myers Group,1977-09-28,"627 Edward Lodge
East Tiffanytown, TN 12631",895.091.2089x70705,wjohnson@bryant.com,5504998,2023-05-12,13,Quarterly,5.61,Flat Rate,Quarterly,Quarterly,Wholesale,False,False,72105108,80,16,Adult,B,False,390,2024-06-05,2023-06-11,2023-07-11,2024-01-01
Female,Enugu,Agriculture,CAM-100170,CUS-1170,Steven Cooper,"Flores, Ramirez and Cunningham",1979-02-12,"409 Black Loaf
Jadeport, ND 70972",1337879408,maria73@gmail.com,5666650,2023-04-12,15,Yearly,22.44,Flat Rate,Quarterly,Monthly,Production,False,True,28043575,71,5,Adult,A,False,450,2024-07-05,2023-05-12,2023-06-11,2024-01-01
Male,Abuja,Agriculture,CAM-100171,CUS-1171,Scott Mueller,"Haney, Parks and Hancock",1988-04-13,"306 Amy Cove
South Stephen, WA 38549",001-029-689-1869x1351,andersonjackie@white.com,6193075,2023-01-19,43,Yearly,15.54,Reducing Balance,Monthly,Monthly,Retail,True,False,74468326,78,21,Adult,C,False,1290,2026-08-01,2023-02-18,2023-03-20,2024-01-01
Male,Abuja,Health,CAM-100172,CUS-1172,Dana Fowler,Rojas-Herrera,1981-05-24,"40450 Charlene Fort Suite 274
Barronbury, ID 49466",768.155.2019x5043,williserik@saunders.com,8609916,2023-03-23,52,Yearly,17.65,Flat Rate,Monthly,Monthly,Production,False,True,9838941,43,15,Youth,A,False,1560,2027-06-30,2023-04-22,2023-05-22,2024-01-01
Female,Kano,ICT,CAM-100173,CUS-1173,Christine Smith,Sullivan Inc,1994-11-08,"9788 Christopher Islands
Michaelfurt, NM 46530",3416331245,kathrynmcintosh@gmail.com,5693278,2023-10-06,37,Yearly,17.89,Reducing Balance,Monthly,Quarterly,Services,True,False,28088250,26,17,Youth,C,False,1110,2026-10-20,2023-11-05,2023-12-05,2024-01-01
Female,Abuja,Manufacturing,CAM-100174,CUS-1174,Alyssa Myers,"Hughes, Mccarthy and Allen",1974-07-07,"72249 Yolanda Row
Port Dennisfurt, NM 58744",264-517-6456x2201,jackie73@west-nguyen.com,931413,2023-12-05,53,Monthly,21.4,Flat Rate,Monthly,Quarterly,Retail,True,False,37432211,90,18,Adult,C,False,1590,2028-04-12,2024-01-04,2024-02-03,2024-01-01
Female,Lagos,ICT,CAM-100175,CUS-1175,Laurie Anderson,Smith PLC,1993-01-20,"9068 Christine Bypass
Vanessafurt, KS 66069",849.707.6146x4397,obrooks@gmail.com,4665100,2023-12-31,33,Monthly,11.67,Reducing Balance,Monthly,Monthly,Consulting,False,False,37179631,78,5,Adult,C,False,990,2026-09-16,2024-01-30,2024-02-29,2024-01-01
Male,Rivers,ICT,CAM-100176,CUS-1176,Victoria Marquez,Johnson-Snyder,1990-01-20,"244 William Harbors Suite 742
West Craig, SD 37823",7722683268,norman15@hotmail.com,1363561,2023-11-27,22,Yearly,19.66,Reducing Balance,Quarterly,Monthly,Services,False,True,3801951,71,13,Adult,C,True,660,2025-09-17,2023-12-27,2024-01-26,2024-01-01
Male,Rivers,Agriculture,CAM-100177,CUS-1177,Kevin Larson,Anderson-Gill,1981-08-26,"80310 Brian Ranch Apt. 617
Smithland, MD 98422",698-495-3395x4411,weavermelissa@green.org,802186,2023-05-09,36,Monthly,15.57,Reducing Balance,Quarterly,Quarterly,Wholesale,True,True,10441557,33,19,Youth,A,True,1080,2026-04-23,2023-06-08,2023-07-08,2024-01-01
Male,Kaduna,ICT,CAM-100178,CUS-1178,Martha Carr,Grant-Zimmerman,1989-02-12,"2307 Susan Port Suite 064
Jasontown, DE 93622",760-552-6873x8404,rachelmontgomery@gmail.com,3707393,2023-12-10,13,Monthly,20.87,Flat Rate,Quarterly,Monthly,Wholesale,True,True,65378490,26,13,Adult,B,False,390,2025-01-03,2024-01-09,2024-02-08,2024-01-01
Male,Enugu,Trade and Commerce,CAM-100179,CUS-1179,William Chan,"Sanchez, Little and Brown",2001-07-25,"082 Michael Street
New Ronnieside, MT 21067",+1-605-123-0437x3985,laura43@walls.com,5989464,2023-11-06,45,Quarterly,24.81,Flat Rate,Monthly,Quarterly,Wholesale,False,True,96467398,45,18,Adult,A,True,1350,2027-07-18,2023-12-06,2024-01-05,2024-01-01
Male,Abuja,Agriculture,CAM-100180,CUS-1180,Jessica Johnson,Wong-Bird,1993-05-13,"111 Macdonald Lane Suite 146
Moranland, MN 37078",456-917-9272,tiffanyyoung@flores-huynh.com,7956985,2023-03-30,30,Quarterly,9.01,Flat Rate,Monthly,Quarterly,Services,True,False,30720008,84,14,Adult,B,True,900,2025-09-15,2023-04-29,2023-05-29,2024-01-01
Male,Lagos,Trade and Commerce,CAM-100181,CUS-1181,Nicholas Jones,Bennett LLC,1993-06-21,"8543 John Valleys Apt. 841
Christinafurt, TX 93215",(794)713-7316,tjohnson@mann.com,7267528,2023-08-01,14,Quarterly,24.89,Reducing Balance,Monthly,Monthly,Services,False,True,78506732,63,4,Adult,A,True,420,2024-09-24,2023-08-31,2023-09-30,2024-01-01
Female,Kaduna,Manufacturing,CAM-100182,CUS-1182,Jordan Lyons MD,Hart-Williams,1971-12-22,"06336 Mcgee Walks Apt. 985
Zunigashire, IN 13000",(889)198-5354,andersonbrian@gmail.com,1526553,2023-05-23,7,Quarterly,6.8,Reducing Balance,Quarterly,Quarterly,Services,False,False,77337600,67,4,Youth,C,False,210,2023-12-19,2023-06-22,2023-07-22,2024-01-01
Male,Kano,Agriculture,CAM-100183,CUS-1183,Emma Villanueva,"Ramirez, Hayes and Tanner",1996-05-01,"Unit 3906 Box 3873
DPO AE 81841",001-484-570-0107x5379,balljennifer@duncan.biz,9033879,2023-03-06,20,Monthly,5.05,Flat Rate,Quarterly,Monthly,Retail,True,False,19566364,52,20,Youth,C,False,600,2024-10-26,2023-04-05,2023-05-05,2024-01-01
Male,Kaduna,Manufacturing,CAM-100184,CUS-1184,Troy Jackson,Wheeler-Johnson,1995-07-30,"665 Wagner Hollow
Byrdport, WI 25828",001-190-942-9174x1010,sanchezmorgan@kennedy.info,4243797,2023-03-17,55,Yearly,5.88,Flat Rate,Monthly,Monthly,Retail,True,True,85604679,68,20,Adult,B,False,1650,2027-09-22,2023-04-16,2023-05-16,2024-01-01
Male,Kaduna,Agriculture,CAM-100185,CUS-1185,Mary Reyes,Smith-Mcguire,1989-12-30,"953 Tiffany Crescent Apt. 204
Campbellchester, VA 69275",001-057-290-9278x6478,lwilliams@hotmail.com,2014542,2023-07-18,8,Monthly,11.84,Flat Rate,Quarterly,Monthly,Wholesale,False,True,94226871,26,19,Youth,B,False,240,2024-03-14,2023-08-17,2023-09-16,2024-01-01
Female,Abuja,Health,CAM-100186,CUS-1186,Mary Cox,Vargas and Sons,1985-04-20,"48227 Michael Falls Suite 496
West Keith, NJ 69332",(126)082-4366x47744,cstevens@gmail.com,6857718,2023-05-23,54,Monthly,17.66,Reducing Balance,Monthly,Monthly,Production,True,True,95790197,75,13,Youth,A,False,1620,2027-10-29,2023-06-22,2023-07-22,2024-01-01
Male,Kano,ICT,CAM-100187,CUS-1187,Linda Durham,Holland and Sons,1972-08-26,"6145 Andrea Manors Suite 625
South Wayne, ID 07510",803.916.8389,daniel30@lamb.info,4680656,2023-11-12,41,Monthly,6.38,Reducing Balance,Quarterly,Monthly,Wholesale,False,False,11941699,2,12,Youth,B,True,1230,2027-03-26,2023-12-12,2024-01-11,2024-01-01
Male,Kaduna,Health,CAM-100188,CUS-1188,Randall Evans,Reynolds and Sons,1977-09-19,"299 Mendez Isle
Theresabury, IL 31176",(957)048-8733x01798,jessica16@gmail.com,8965506,2023-04-03,9,Quarterly,5.11,Reducing Balance,Quarterly,Monthly,Consulting,False,True,59340290,14,7,Adult,A,False,270,2023-12-29,2023-05-03,2023-06-02,2024-01-01
Female,Lagos,Manufacturing,CAM-100189,CUS-1189,Russell Butler,Perry Group,1999-04-20,"1092 Dominic Springs
South Jeffrey, CA 04131",603-372-6518,william10@trujillo.com,7346192,2023-11-01,19,Quarterly,23.74,Reducing Balance,Quarterly,Quarterly,Retail,False,False,56152949,30,25,Youth,B,True,570,2025-05-24,2023-12-01,2023-12-31,2024-01-01
Male,Lagos,ICT,CAM-100190,CUS-1190,Debra Perez,"Smith, Fisher and Wyatt",1976-01-23,"19055 Woods Lakes Suite 914
East Lorifort, OR 36202",(495)825-7797x3179,plowe@silva.com,9176924,2023-08-12,46,Quarterly,21.44,Reducing Balance,Monthly,Quarterly,Services,True,True,98141927,49,12,Youth,B,False,1380,2027-05-23,2023-09-11,2023-10-11,2024-01-01
Male,Rivers,Agriculture,CAM-100191,CUS-1191,Seth Hoffman,Graham and Sons,1989-12-09,"0085 Ethan Isle
Davidfurt, OH 32792",(341)022-5676x264,davisjaclyn@le.biz,7847689,2023-10-18,46,Yearly,21.18,Flat Rate,Quarterly,Quarterly,Retail,False,False,70417030,12,21,Youth,B,True,1380,2027-07-29,2023-11-17,2023-12-17,2024-01-01
Male,Kano,ICT,CAM-100192,CUS-1192,Julie Hoover,Cook PLC,1992-03-20,"254 Denise Haven
Christinestad, SC 80316",001-295-330-3173,williamwatson@ball-martin.org,2329553,2023-04-12,30,Monthly,22.69,Reducing Balance,Quarterly,Quarterly,Services,False,True,96369792,90,4,Adult,C,False,900,2025-09-28,2023-05-12,2023-06-11,2024-01-01
Male,Kano,Trade and Commerce,CAM-100193,CUS-1193,Veronica Williams,Lee-Hernandez,2000-11-09,"77908 Burnett Burgs
Tiffanyburgh, DC 51627",846.938.5026x74614,faithswanson@hotmail.com,3541341,2023-09-24,55,Yearly,19.0,Reducing Balance,Monthly,Monthly,Consulting,False,True,30886746,44,27,Adult,C,False,1650,2028-03-31,2023-10-24,2023-11-23,2024-01-01
Male,Rivers,ICT,CAM-100194,CUS-1194,Brandon Copeland,Singleton-Li,1996-05-30,"805 Shelton Ferry
Port Sharonland, NM 75129",(824)688-7460,fgomez@hotmail.com,1539504,2023-12-21,15,Quarterly,7.09,Reducing Balance,Quarterly,Quarterly,Consulting,False,False,24969573,33,2,Youth,A,False,450,2025-03-15,2024-01-20,2024-02-19,2024-01-01
Female,Kaduna,Trade and Commerce,CAM-100195,CUS-1195,Karen Jones,Beard-Logan,1986-05-31,"77105 Douglas Center
Port Michaelhaven, ND 84678",(373)678-9843,marthamyers@park-hood.com,7166455,2023-04-20,26,Yearly,12.98,Reducing Balance,Monthly,Quarterly,Retail,False,True,38065451,13,2,Youth,B,False,780,2025-06-08,2023-05-20,2023-06-19,2024-01-01
Female,Kano,ICT,CAM-100196,CUS-1196,Alicia Lopez,"Santos, Decker and Holmes",1970-08-24,"72133 Chapman Plains Apt. 166
East Roberto, WY 89268",8613542834,jameshumphrey@shaw.com,8163589,2023-11-26,41,Monthly,19.46,Reducing Balance,Monthly,Quarterly,Services,False,True,32215254,78,5,Adult,A,False,1230,2027-04-09,2023-12-26,2024-01-25,2024-01-01
Female,Lagos,Trade and Commerce,CAM-100197,CUS-1197,Gloria Graham,Holt-Wyatt,1977-01-17,"397 Robert Walk
Kingburgh, DC 92133",+1-240-463-6142x76473,mfrancis@collins.com,8418348,2023-09-22,17,Monthly,10.61,Flat Rate,Monthly,Monthly,Consulting,False,True,53662376,88,23,Adult,B,False,510,2025-02-13,2023-10-22,2023-11-21,2024-01-01
Male,Lagos,Manufacturing,CAM-100198,CUS-1198,Kimberly Snyder,Barnett Inc,1982-04-27,"74219 Hawkins Grove
South Lisa, GA 51379",001-188-766-2633x3988,thompsonjason@gmail.com,5488023,2023-01-03,32,Quarterly,18.75,Reducing Balance,Monthly,Quarterly,Wholesale,False,True,36583674,98,10,Youth,C,True,960,2025-08-20,2023-02-02,2023-03-04,2024-01-01
Male,Abuja,Health,CAM-100199,CUS-1199,Christopher Miranda,"Williams, Hubbard and Rhodes",1991-03-06,"87652 Williamson Vista
Sarahburgh, HI 85158",3668704228,collinschristopher@gmail.com,8135836,2023-03-26,45,Quarterly,5.49,Reducing Balance,Monthly,Monthly,Wholesale,False,True,89594281,26,10,Youth,C,False,1350,2026-12-05,2023-04-25,2023-05-25,2024-01-01
Male,Kano,Agriculture,CAM-100200,CUS-1200,Allison Ryan,Marquez Ltd,1977-11-21,"047 Jordan Village Suite 405
Smithborough, MT 69081",001-612-504-1610x54328,craig10@abbott.com,8309006,2023-10-09,7,Yearly,11.12,Reducing Balance,Quarterly,Quarterly,Services,False,True,77847540,21,9,Adult,B,True,210,2024-05-06,2023-11-08,2023-12-08,2024-01-01
Female,Kaduna,ICT,CAM-100201,CUS-1201,Daniel Hicks,Gibson and Sons,1975-07-23,"723 Jacqueline Port Apt. 001
Lake Michael, ID 45805",440.169.0271x409,juliahernandez@phillips.com,2175843,2023-11-24,59,Quarterly,15.98,Flat Rate,Monthly,Monthly,Retail,False,True,49447968,28,13,Adult,B,False,1770,2028-09-28,2023-12-24,2024-01-23,2024-01-01
Male,Rivers,Health,CAM-100202,CUS-1202,Michael Hill,"Fox, Robertson and Nunez",1974-01-28,"26717 Sanders Fork
Fredhaven, HI 22328",886-959-8189,richhannah@gmail.com,8923309,2023-10-31,18,Quarterly,17.64,Flat Rate,Monthly,Monthly,Consulting,True,False,9283377,48,7,Youth,C,True,540,2025-04-23,2023-11-30,2023-12-30,2024-01-01
Male,Rivers,Agriculture,CAM-100203,CUS-1203,Andrea Cook,"Edwards, Jones and Simpson",1992-11-02,"284 Rush Branch Apt. 434
Blackburgh, UT 90603",3418910028,christinaaustin@wright.net,3729028,2023-04-27,58,Monthly,16.54,Flat Rate,Monthly,Quarterly,Retail,False,False,9017955,40,5,Adult,C,True,1740,2028-01-31,2023-05-27,2023-06-26,2024-01-01
Female,Kaduna,Agriculture,CAM-100204,CUS-1204,Jason Hammond,"Craig, Evans and Cole",1973-04-24,"35594 Smith Points
Lake Tonyshire, CT 76160",+1-023-229-1366,cervanteskathleen@hotmail.com,7556993,2023-08-09,37,Quarterly,18.96,Reducing Balance,Monthly,Monthly,Wholesale,False,True,67833124,66,26,Youth,A,True,1110,2026-08-23,2023-09-08,2023-10-08,2024-01-01
Male,Enugu,Trade and Commerce,CAM-100205,CUS-1205,Brad Williamson,"Reed, Moore and Ramirez",1998-11-02,"134 Robert Square
Curryville, IL 48567",527.637.5045,brownmarie@gmail.com,2221610,2023-06-03,36,Quarterly,5.12,Flat Rate,Quarterly,Monthly,Consulting,False,True,49732712,73,10,Youth,C,True,1080,2026-05-18,2023-07-03,2023-08-02,2024-01-01
